id,name,translation,type
82.0,Fermented foods,Ферментированные продукты,sci_name
82.0,FERMENTED FOOD,Ферментированные продукты,sci_name
82.0,FERMENTED FOODS,Ферментированные продукты,sci_name
83.0,fish,Мясо рыбы,sci_name
83.0,Fish,Мясо рыбы,sci_name
83.0,FISH,Мясо рыбы,sci_name
86.0,spice,Пряности,sci_name
86.0,spices,Пряности,sci_name
86.0,Spice,Пряности,sci_name
86.0,Spices,Пряности,sci_name
86.0,SPICE,Пряности,sci_name
86.0,SPICES,Пряности,sci_name
88.0,oil,Масло,sci_name
88.0,oils,Масло,sci_name
88.0,Oil,Масло,sci_name
88.0,Oils,Масло,sci_name
88.0,OIL,Масло,sci_name
88.0,OILS,Масло,sci_name
89.0,egg,Яйца,sci_name
89.0,eggs,Яйца,sci_name
89.0,Egg,Яйца,sci_name
89.0,Eggs,Яйца,sci_name
89.0,EGG,Яйца,sci_name
89.0,EGGS,Яйца,sci_name
90.0,corn,Кукуруза,sci_name
90.0,corns,Кукуруза,sci_name
90.0,Corn,Кукуруза,sci_name
90.0,Corns,Кукуруза,sci_name
90.0,CORN,Кукуруза,sci_name
90.0,CORNS,Кукуруза,sci_name
91.0,fruit,Фрукты,sci_name
91.0,fruits,Фрукты,sci_name
91.0,Fruit,Фрукты,sci_name
91.0,Fruits,Фрукты,sci_name
91.0,FRUIT,Фрукты,sci_name
91.0,FRUITS,Фрукты,sci_name
93.0,omni-vore diet,Гастрономическая диета,sci_name
93.0,omni-vore diets,Гастрономическая диета,sci_name
93.0,Omni-vore diet,Гастрономическая диета,sci_name
93.0,Omni-vore diets,Гастрономическая диета,sci_name
93.0,OMNI-VORE DIET,Гастрономическая диета,sci_name
93.0,OMNI-VORE DIETS,Гастрономическая диета,sci_name
94.0,animal protein,Животные белки,sci_name
94.0,animal proteins,Животные белки,sci_name
94.0,Animal protein,Животные белки,sci_name
94.0,Animal proteins,Животные белки,sci_name
94.0,ANIMAL PROTEIN,Животные белки,sci_name
94.0,ANIMAL PROTEINS,Животные белки,sci_name
95.0,cholesterol diet,Холестериновая диета,sci_name
95.0,cholesterol diets,Холестериновая диета,sci_name
95.0,Cholesterol diet,Холестериновая диета,sci_name
95.0,Cholesterol diets,Холестериновая диета,sci_name
95.0,CHOLESTEROL DIET,Холестериновая диета,sci_name
95.0,CHOLESTEROL DIETS,Холестериновая диета,sci_name
96.0,animal glycans and proteins,Углеводы и белки животного происхождения,sci_name
96.0,animal glycans and proteinss,Углеводы и белки животного происхождения,sci_name
96.0,Animal glycans and proteins,Углеводы и белки животного происхождения,sci_name
96.0,Animal glycans and proteinss,Углеводы и белки животного происхождения,sci_name
96.0,ANIMAL GLYCANS AND PROTEINS,Углеводы и белки животного происхождения,sci_name
96.0,ANIMAL GLYCANS AND PROTEINSS,Углеводы и белки животного происхождения,sci_name
97.0,durum wheat,Твердые сорта пшеницы,sci_name
97.0,durum wheats,Твердые сорта пшеницы,sci_name
97.0,Durum wheat,Твердые сорта пшеницы,sci_name
97.0,Durum wheats,Твердые сорта пшеницы,sci_name
97.0,DURUM WHEAT,Твердые сорта пшеницы,sci_name
97.0,DURUM WHEATS,Твердые сорта пшеницы,sci_name
98.0,coffee,Кофе,sci_name
98.0,coffees,Кофе,sci_name
98.0,Coffee,Кофе,sci_name
98.0,Coffees,Кофе,sci_name
98.0,COFFEE,Кофе,sci_name
98.0,COFFEES,Кофе,sci_name
